"Reporting Period","Project ID","Project County","Project City","Project ZIP","Gas Utility","Electric Utility","Project Completion Date","Total Project Cost","Pre-Retrofit Home Heating Fuel Type","Year Home Built","Size Of Home","Number Of Units","Job Type","Type Of Dwelling","Measure Type","Estimated Annual kWh Savings","Estimated Annual MMBtu Savings","First Year Modeled Project Energy Savings $ Estimate","Location 1"
"06/30/2023","557549","Bronx","The Bronx","10469","Consolidated Edison","Consolidated Edison","04/11/2023","$5,755.00","Natural Gas",,"1438","1","Home Performance","Single Family","Building Shell","989.00","23.00","$586.00"," The Bronx NY 10469 (40.872455, -73.85094)"
"06/30/2023","518759","Essex","Schroon Lake","12870",,"National Grid","02/21/2023","$13,018.00","Oil",,"1650","1","Home Performance","Single Family","Building Shell","4,042.00","34.00","$1,278.00"," Schroon Lake NY 12870 (43.842005, -73.76062)"
"06/30/2023","578741","Niagara","Lockport","14094","New York State Electric & Gas","New York State Electric & Gas","06/27/2023","$4,003.00","Natural Gas",,"1352","1","Home Performance","Single Family","Building Shell","97.00","13.00","$152.00"," Lockport NY 14094 (43.16942, -78.69168)"
"06/30/2023","558778","Monroe","Rochester","14616","Rochester Gas & Electric","Rochester Gas & Electric","12/08/2022","$13,261.00","Natural Gas",,"2048","1","Home Performance","Single Family","Building Shell","912.00","113.00","$1,083.00"," Rochester NY 14616 (43.22041, -77.64325)"
"06/30/2023","539999","Monroe","Rochester","14604","Rochester Gas & Electric","Rochester Gas & Electric","02/21/2023","$15,117.00","Natural Gas",,"2412","1","Home Performance","Single Family","Building Shell","5,386.00","58.00","$1,045.00"," Rochester NY 14604 (43.157655, -77.606605)"
"06/30/2023","525064","Ontario","Stanley","14561",,"New York State Electric & Gas","05/26/2022","$7,805.00","Wood",,"2,630","1","Home Performance","Single Family","Building Shell","0.00","27.00","$734.00"," Stanley NY 14561 (42.79881, -77.135405)"
"06/30/2023","563105","Monroe","Rochester","14618","Rochester Gas & Electric","Rochester Gas & Electric","02/07/2023","$6,205.00","Natural Gas",,"1560","1","Home Performance","Single Family","Building Shell","769.00","30.00","$336.00"," Rochester NY 14618 (43.129655, -77.568015)"
"06/30/2023","569745","Oneida","Utica","13502","National Grid","National Grid","05/02/2023","$574.00","Natural Gas",,"1008","1","Home Performance","Single Family","Building Shell","270.00","4.00","$73.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","540482","Oswego","West Monroe","13167",,"National Grid","04/12/2022","$9,802.00","Propane",,"1,120","1","Home Performance","Mobile","Building Shell","910.00","31.00","$913.00"," West Monroe NY 13167 (43.2891154, -76.1118159)"
"06/30/2023","550289","Monroe","Rochester","14624","Rochester Gas & Electric","Rochester Gas & Electric","12/13/2022","$18,660.00","Natural Gas",,"1111","1","Home Performance","Single Family","Heating and Cooling","1,097.00","79.00","$803.00"," Rochester NY 14624 (43.1094664, -77.7448848)"
"06/30/2023","556072","Orleans","Albion","14411","New York State Electric & Gas","National Grid","02/14/2023","$12,036.00","Natural Gas",,"1010","1","Home Performance","Mobile","Building Shell","6,904.00","47.00","$1,329.00"," Albion NY 14411 (43.243405, -78.193475)"
"06/30/2023","480682","Erie","Clarence","14031","National Fuel Gas Distribution","National Grid","04/12/2022","$5,174.00","Natural Gas","1972","2,464","1","Home Performance","Single Family","Building Shell","426.00","47.00","$458.00"," Clarence NY 14031 (42.975015, -78.622815)"
"06/30/2023","579460","Oneida","Utica","13502","National Grid","National Grid","05/25/2023","$10,048.00","Natural Gas",,"1488","1","Home Performance","Single Family","Building Shell","410.00","52.00","$546.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","573928","Erie","Buffalo","14221","National Fuel Gas Distribution","National Grid","06/20/2023","$6,784.00","Natural Gas",,"2141","1","Home Performance","Single Family","Building Shell","41.00","19.00","$191.00"," Buffalo NY 14221 (42.9681916, -78.7376476)"
"06/30/2023","522443","Erie","Buffalo","14221","National Fuel Gas Distribution","National Grid","02/03/2022","$4,691.00","Natural Gas",,"1,696","1","Home Performance","Single Family","Building Shell","510.00","23.00","$260.00"," Buffalo NY 14221 (42.9681916, -78.7376476)"
"06/30/2023","560310","Erie","Lackawanna","14218","National Fuel Gas Distribution","National Grid","01/25/2023","$7,633.00","Natural Gas",,"1463","1","Home Performance","Single Family","Building Shell","567.00","31.00","$338.00"," Lackawanna NY 14218 (42.820488763, -78.823528026)"
"06/30/2023","542996","Kings","Brooklyn","11203",,"Consolidated Edison","04/21/2022","$8,059.00","Natural Gas",,"1,185","1","Home Performance","Single Family","Building Shell","510.00","39.00","$716.00"," Brooklyn NY 11203 (40.650265, -73.927795)"
"06/30/2023","559212","Fulton","Gloversville","12078",,"National Grid","11/15/2022","$14,510.00","Kerosene",,"1440","1","Home Performance","Mobile","Building Shell","351.00","44.00","$1,392.00"," Gloversville NY 12078 (43.0529373, -74.3424296)"
"06/30/2023","575309","Oneida","Schuyler","13502","National Grid","National Grid","06/06/2023","$11,835.00","Natural Gas",,"910","1","Home Performance","Single Family","Building Shell","2,264.00","24.00","$551.00"," Schuyler NY 13502 (43.116227823, -75.129221253)"
"06/30/2023","551428","Monroe","Hilton","14468","Rochester Gas & Electric","National Grid","03/22/2023","$7,614.00","Natural Gas",,"2552","1","Home Performance","Single Family","Building Shell","852.00","29.00","$362.00"," Hilton NY 14468 (43.289475, -77.78763)"
"06/30/2023","536958","Jefferson","Henderson","13650",,"National Grid","07/28/2022","$10,441.00","Propane",,"1,992","1","Home Performance","Single Family","Building Shell","510.00","28.00","$737.00"," Henderson NY 13650 (43.8474285, -76.1987897)"
"06/30/2023","571274","Ulster","New Paltz","12561",,"Central Hudson Gas & Electric","03/07/2023","$12,155.00","Propane",,"840","1","Home Performance","Mobile","Building Shell","886.00","9.00","$436.00"," New Paltz NY 12561 (41.748125, -74.08094)"
"06/30/2023","543657","Monroe","Rochester","14606","Rochester Gas & Electric","Rochester Gas & Electric","11/15/2022","$4,528.00","Natural Gas",,"1184","1","Home Performance","Single Family","Building Shell","332.00","14.00","$157.00"," Rochester NY 14606 (43.16463, -77.64152)"
"06/30/2023","513791","Herkimer","Little Falls","13365","National Grid","National Grid","01/28/2022","$11,651.00","Natural Gas",,"2,014","1","Home Performance","Single Family","Building Shell","605.00","50.00","$626.00"," Little Falls NY 13365 (43.0444, -74.860045)"
"06/30/2023","577031","Erie","Buffalo","14215","National Fuel Gas Distribution","National Grid","05/23/2023","$7,695.00","Natural Gas",,"1324","1","Home Performance","Single Family","Building Shell","495.00","33.00","$388.00"," Buffalo NY 14215 (42.93241, -78.80886)"
"06/30/2023","568424","Erie","Clarence","14031","National Fuel Gas Distribution","New York State Electric & Gas","01/19/2023","$10,414.00","Natural Gas",,"2076","1","Home Performance","Single Family","Building Shell","0.00","124.00","$1,070.00"," Clarence NY 14031 (42.975015, -78.622815)"
"06/30/2023","517950","Monroe","Irondequoit","14622","Rochester Gas & Electric","Rochester Gas & Electric","03/03/2022","$3,273.00","Natural Gas",,"1,732","1","Home Performance","Single Family","Building Shell","535.00","5.00","$96.00"," Irondequoit NY 14622 (43.202385, -77.56546)"
"06/30/2023","515293","Oneida","Utica","13502","National Grid","National Grid","01/18/2022","$3,825.00","Natural Gas",,"2,132","1","Home Performance","Single Family","Building Shell","758.00","5.00","$146.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","556187","Oneida","Rome","13440","National Grid","National Grid","01/17/2023","$10,391.00","Natural Gas",,"1350","1","Home Performance","Single Family","Building Shell","1,945.00","21.00","$475.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","551803","Broome","Endicott","13760","New York State Electric & Gas","New York State Electric & Gas","03/07/2023","$15,594.00","Natural Gas",,"2072","1","Home Performance","Single Family","Building Shell","635.00","82.00","$883.00"," Endicott NY 13760 (42.110115, -76.032545)"
"06/30/2023","548093","Erie","Buffalo","14210","National Fuel Gas Distribution","National Grid","02/23/2023","$7,313.00","Natural Gas",,"2052","1","Home Performance","Single Family","Building Shell","1,744.00","120.00","$1,251.00"," Buffalo NY 14210 (42.87441, -78.848955)"
"06/30/2023","532564","Oneida","Utica","13502","National Grid","National Grid","05/17/2022","$5,076.00","Natural Gas",,"1,200","1","Home Performance","Single Family","Building Shell","410.00","22.00","$296.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","558996","Onondaga","Cicero","13039","National Grid","National Grid","04/18/2023","$12,631.00","Natural Gas",,"1084","1","Home Performance","Single Family","Building Shell","303.00","56.00","$651.00"," Cicero NY 13039 (43.176765, -76.08996)"
"06/30/2023","566703","Queens","Queens","11411",,"Consolidated Edison","02/21/2023","$3,403.00","Natural Gas",,"1665","1","Home Performance","Single Family","Building Shell","332.00","28.00","$500.00"," Queens NY 11411 (40.694725, -73.73937)"
"06/30/2023","541572","Kings","Brooklyn","11203","National Grid","Consolidated Edison","05/24/2022","$5,794.00","Natural Gas",,"2,339","1","Home Performance","Single Family","Building Shell","510.00","30.00","$574.00"," Brooklyn NY 11203 (40.650265, -73.927795)"
"06/30/2023","568667","Orange","Kiryas Joel","10950","Orange & Rockland","Orange & Rockland","02/16/2023","$3,338.00","Natural Gas",,"2200","1","Electric Reduction","Single Family","Heating and Cooling","1,004.00","2.00","$203.00"," Kiryas Joel NY 10950 (41.340473647, -74.167364226)"
"06/30/2023","540171","Rockland","Spring Valley","10977","Orange & Rockland","Orange & Rockland","09/06/2022","$7,311.00","Natural Gas",,"1,975","1","Home Performance","Single Family","Building Shell","528.00","15.00","$276.00"," Spring Valley NY 10977 (41.1106286, -74.0448266)"
"06/30/2023","543108","Monroe","Rochester","14606","Rochester Gas & Electric","Rochester Gas & Electric","04/06/2023","$10,262.00","Natural Gas",,"1362","1","Home Performance","Single Family","Building Shell","822.00","28.00","$330.00"," Rochester NY 14606 (43.16463, -77.64152)"
"06/30/2023","564919","Rensselaer","Troy","12182","National Grid","National Grid","04/18/2023","$4,106.00","Natural Gas",,"1806","1","Home Performance","Single Family","Building Shell","989.00","17.00","$309.00"," Troy NY 12182 (42.771715, -73.67628)"
"06/30/2023","578113","Monroe","Rochester","14621","Rochester Gas & Electric","Rochester Gas & Electric","05/23/2023","$5,772.00","Natural Gas",,"1564","1","Home Performance","Single Family","Building Shell","554.00","37.00","$431.00"," Rochester NY 14621 (43.181935, -77.60976)"
"06/30/2023","544695","Orange","Port Jervis","12771","Orange & Rockland","Orange & Rockland","01/17/2023","$8,445.00","Natural Gas",,"1056","1","Home Performance","Mobile","Building Shell","280.00","23.00","$316.00"," Port Jervis NY 12771 (41.375415, -74.687275)"
"06/30/2023","571932","Erie","Buffalo","14210","National Fuel Gas Distribution","National Grid","04/11/2023","$6,102.00","Natural Gas",,"2200","1","Home Performance","Single Family","Building Shell","332.00","29.00","$292.00"," Buffalo NY 14210 (42.87441, -78.848955)"
"06/30/2023","560097","Schoharie","Cobleskill","12043",,"National Grid","05/16/2023","$8,026.00","Oil",,"1620","1","Home Performance","Single Family","Building Shell","58.00","27.00","$587.00"," Cobleskill NY 12043 (42.68013, -74.484745)"
"06/30/2023","480305","Dutchess","Hopewell Junction","12533",,"New York State Electric & Gas","01/06/2022","$4,159.00","Oil","1997","1,264","1","Home Performance","Mobile","Building Shell","-2,902.00","22.00","$392.00"," Hopewell Junction NY 12533 (41.578885, -73.811405)"
"06/30/2023","578216","Clinton","Plattsburgh","12901",,"New York State Electric & Gas","06/29/2023","$11,422.00","Kerosene",,"980","1","Home Performance","Mobile","Building Shell","648.00","77.00","$3,600.00"," Plattsburgh NY 12901 (44.70149, -73.45762)"
"06/30/2023","492967","Niagara","Lockport","14094","New York State Electric & Gas","New York State Electric & Gas","04/27/2022","$1,983.00","Natural Gas","1981","1,008","1","Home Performance","Single Family","Building Shell","510.00","1.00","$70.00"," Lockport NY 14094 (43.16942, -78.69168)"
"06/30/2023","556942","Livingston","Conesus","14435","New York State Electric & Gas","National Grid","12/29/2022","$8,403.00","Natural Gas",,"Report SF more than 4,000","1","Home Performance","Mobile","Building Shell","933.00","24.00","$362.00"," Conesus NY 14435 (42.7218494, -77.6728114)"
"06/30/2023","540290","Oneida","Utica","13502","National Grid","National Grid","04/21/2022","$7,261.00","Natural Gas",,"1,536","1","Home Performance","Single Family","Building Shell","0.00","26.00","$278.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","564798","Erie","Tonawanda","14150","National Fuel Gas Distribution","National Grid","03/22/2023","$15,203.00","Natural Gas",,"1200","1","Home Performance","Single Family","Building Shell","644.00","22.00","$269.00"," Tonawanda NY 14150 (43.013815, -78.8776)"
"06/30/2023","536834","Onondaga","Liverpool","13088","National Grid","National Grid","07/19/2022","$8,111.00","Natural Gas",,"882","1","Home Performance","Single Family","Building Shell","0.00","23.00","$249.00"," Liverpool NY 13088 (43.1058023, -76.2025329)"
"06/30/2023","548922","Erie","Kenmore","14217","National Fuel Gas Distribution","National Grid","09/22/2022","$7,539.00","Natural Gas",,"1,400","2","Home Performance","Single Family","Building Shell","454.00","25.00","$271.00"," Kenmore NY 14217 (42.964420003, -78.872034274)"
"06/30/2023","514522","Oneida","Rome","13440","National Grid","National Grid","02/18/2022","$6,380.00","Natural Gas",,"1,400","1","Home Performance","Single Family","Building Shell","909.00","25.00","$385.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","541556","Schenectady","Schenectady","12304","National Grid","National Grid","02/21/2023","$7,182.00","Natural Gas",,"1728","1","Home Performance","Single Family","Building Shell","912.00","17.00","$302.00"," Schenectady NY 12304 (42.77678, -73.899915)"
"06/30/2023","547459","Orleans","Kendall","14476","National Grid","Rochester Gas & Electric","08/09/2022","$7,231.00","Natural Gas",,"1,263","1","Home Performance","Single Family","Building Shell","579.00","29.00","$324.00"," Kendall NY 14476 (43.32133, -78.036045)"
"06/30/2023","559964","Monroe","Rochester","14609","Rochester Gas & Electric","Rochester Gas & Electric","11/15/2022","$12,794.00","Natural Gas",,"884","1","Home Performance","Single Family","Building Shell","-309.00","62.00","$515.00"," Rochester NY 14609 (43.165865, -77.56504)"
"06/30/2023","538931","Herkimer","Frankfort","13340","National Grid","Municipal","05/24/2022","$15,067.00","Natural Gas",,"3,360","1","Home Performance","Single Family","Building Shell","443.00","189.00","$2,095.00"," Frankfort NY 13340 (43.033565, -75.068965)"
"06/30/2023","519808","Oneida","Schuyler","13502","National Grid","National Grid","08/16/2022","$592.00","Natural Gas",,"1,020","1","Home Performance","Mobile","Building Shell","0.00","5.00","$56.00"," Schuyler NY 13502 (43.116227823, -75.129221253)"
"06/30/2023","537944","Kings","Brooklyn","11212",,"Consolidated Edison","03/01/2022","$5,745.00","Natural Gas",,"1,720","1","Home Performance","Single Family","Building Shell","510.00","22.00","$459.00"," Brooklyn NY 11212 (40.660715, -73.915265)"
"06/30/2023","550627","Monroe","Rochester","14612","Rochester Gas & Electric","Rochester Gas & Electric","10/11/2022","$10,498.00","Natural Gas",,"1308","1","Home Performance","Single Family","Building Shell","757.00","30.00","$339.00"," Rochester NY 14612 (43.25403, -77.613775)"
"06/30/2023","535437","Erie","Tonawanda","14150","National Fuel Gas Distribution","National Grid","09/15/2022","$4,005.00","Natural Gas",,"875","1","Home Performance","Single Family","Building Shell","18.00","11.00","$99.00"," Tonawanda NY 14150 (43.013815, -78.8776)"
